"BehaviorSpace results (NetLogo 5.2.0)"
"priority_queue_them_park.nlogo"
"globals-waiting-time / globals-numbers-playing"
"12/19/2015 23:29:38:080 +0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
,"0","0","0"
,"0","1.6666666666666667","61.888888888888886"
,"0","0","0"
,"0","0","0"
,"0","6.555555555555555","24.555555555555557"
,"0","0","0"
,"0","0","0"
,"0.5","13.444444444444445","42"
,"0","0","0"
,"0","0","0"
,"0","1.3333333333333333","26.166666666666668"
,"0","0","0"
,"0","0","0"
,"0","2.7222222222222223","79.22222222222223"
,"0","0","0"
,"0","0","0"
,"1","7.611111111111111","102.77777777777777"
,"0","0","0"
,"0","0","0"
,"0","3.7777777777777777","78.61111111111111"
,"0","0","0"
,"0","0","0"
,"0","4.666666666666667","39.94444444444444"
,"0","0","0"
,"0","0","0"
,"0","29.166666666666668","50.44444444444444"
,"0","0","0"
,"0","0","0"
,"1","5.111111111111111","36.72222222222222"
,"0","0","0"
,"0","0","0"
,"0.5","2.3333333333333335","53.888888888888886"
,"0","0","0"
,"0","0","0"
,"0","10.555555555555555","32.55555555555556"
,"0","0","0"
,"0","0","0"
,"0","3.4444444444444446","30.5"
,"0","0","0"
,"0","0","0"
,"0","2.7222222222222223","77.22222222222223"
,"0","0","0"
,"0","0","0"
,"0","1.5","51.833333333333336"
,"0","0","0"
,"0","0","0"
,"0","3.1666666666666665","47.888888888888886"
,"0","0","0"
,"0","0","0"
,"0","4.833333333333333","37.611111111111114"
,"0","0","0"
,"0","0","0"
,"0","7.277777777777778","35.333333333333336"
,"0","0","0"
,"0","0","0"
,"0","1.3333333333333333","40.72222222222222"
,"0","0","0"
,"0","0","0"
,"0","6.333333333333333","48.22222222222222"
,"0","0","0"
,"0","0","0"
,"1","3.7777777777777777","37.72222222222222"
,"0","0","0"
,"0","0","0"
,"0","2.888888888888889","41.27777777777778"
,"0","0","0"
,"0","0","0"
,"0.6666666666666666","1.2222222222222223","76.55555555555556"
,"0","0","0"
,"0","0","0"
,"0","1.8333333333333333","38.611111111111114"
,"0","0","0"
,"0","0","0"
,"1","1.8888888888888888","38.833333333333336"
,"0","0","0"
,"0","0","0"
,"0.3333333333333333","2.7222222222222223","48.22222222222222"
,"0","0","0"
,"0","0","0"
,"0","7.611111111111111","32.666666666666664"
,"0","0","0"
,"0","0","0"
,"0.5","4.611111111111111","38.94444444444444"
,"0","0","0"
,"0","0","0"
,"0.5","10.5","58.888888888888886"
,"0","0","0"
,"0","0","0"
,"0","2.611111111111111","78.16666666666667"
,"0","0","0"
,"0","0","0"
,"0","2.4444444444444446","46.5"
,"0","0","0"
,"0","0","0"
,"0","4.777777777777778","50.72222222222222"
,"0","0","0"
,"0","0","0"
,"0","3.1666666666666665","42.166666666666664"
,"0","0","0"
,"0","0","0"
,"1","3.2222222222222223","47.611111111111114"
,"0","0","0"
,"0","0","0"
,"0","4.444444444444445","41.72222222222222"
,"0","0","0"
,"0","0","0"
,"0","1.6666666666666667","24.833333333333332"
,"0","0","0"
,"0","0","0"
,"0","2.4444444444444446","31.944444444444443"
,"0","0","0"
,"0","0","0"
,"0","9.833333333333334","44.888888888888886"
,"0","0","0"
,"0","0","0"
,"0","7.611111111111111","36.44444444444444"
,"0","0","0"
,"0","0","0"
,"0","6","40.166666666666664"
,"0","0","0"
,"0","0","0"
,"1","7.333333333333333","31.38888888888889"
,"0","0","0"
,"0","0","0"
,"0","2.4444444444444446","51.5"
,"0","0","0"
,"0","0","0"
,"0","6.222222222222222","32.55555555555556"
,"0","0","0"
,"0","0","0"
,"0","2.4444444444444446","46.05555555555556"
,"0","0","0"
,"0","0","0"
,"1","10.166666666666666","27.38888888888889"
,"0","0","0"
,"0","0","0"
,"0","1.6111111111111112","36.94444444444444"
,"0","0","0"
,"0","0","0"
,"0","6.777777777777778","54.72222222222222"
,"0","0","0"
,"0","0","0"
,"0","4.888888888888889","36.166666666666664"
,"0","0","0"
,"0","0","0"
,"0","3.0555555555555554","36.22222222222222"
,"0","0","0"
,"0","0","0"
,"0","13.333333333333334","90.61111111111111"
,"0","0","0"
,"0","0","0"
,"0.5","0.9444444444444444","30.666666666666668"
,"0","0","0"
,"0","0","0"
,"0","14.722222222222221","38.22222222222222"
,"0","0","0"
,"0","0","0"
,"0","2","34.77777777777778"
,"0","0","0"
,"0","0","0"
,"0","11.333333333333334","25.77777777777778"
,"0","0","0"
,"0","0","0"
,"0","9.833333333333334","32.111111111111114"
,"0","0","0"
,"0","0","0"
,"0","3.6666666666666665","37.77777777777778"
,"0","0","0"
,"0","0","0"
,"0","10","33.333333333333336"
,"0","0","0"
,"0","0","0"
,"0","0.5555555555555556","41.77777777777778"
,"0","0","0"
,"0","0","0"
,"0","7","87"
,"0","0","0"
,"0","0","0"
,"0","9.055555555555555","46.22222222222222"
,"0","0","0"
,"0","0","0"
,"0","1.0555555555555556","43.888888888888886"
,"0","0","0"
,"0","0","0"
,"0","2.7777777777777777","20.77777777777778"
,"0","0","0"
,"0","0","0"
,"0","1.9444444444444444","84.11111111111111"
,"0","0","0"
,"0","0","0"
,"0","4.833333333333333","63.44444444444444"
,"0","0","0"
,"0","0","0"
,"0","7.722222222222222","26.166666666666668"
,"0","0","0"
,"0","0","0"
,"0","6.833333333333333","43.5"
,"0","0","0"
,"0","0","0"
,"0","9","54.77777777777778"
,"0","0","0"
,"0","0","0"
,"0","10.666666666666666","36.888888888888886"
,"0","0","0"
,"0","0","0"
,"0","5.888888888888889","48.55555555555556"
,"0","0","0"
,"0","0","0"
,"0.5","2.7777777777777777","43.55555555555556"
,"0","0","0"
,"0","0","0"
,"0","1.4444444444444444","34.5"
,"0","0","0"
,"0","0","0"
,"0","2.2777777777777777","20.27777777777778"
,"0","0","0"
,"0","0","0"
,"0","2.611111111111111","69.66666666666667"
,"0","0","0"
,"0","0","0"
,"0.5","3.9444444444444446","45.333333333333336"
,"0","0","0"
,"0","0","0"
,"0","4.111111111111111","37.333333333333336"
,"0","0","0"
,"0","0","0"
,"0","2.888888888888889","48.666666666666664"
,"0","0","0"
,"0","0","0"
,"0","3.5","48.77777777777778"
,"0","0","0"
,"0","0","0"
,"0","8.61111111111111","72"
,"0","0","0"
,"0","0","0"
,"0","4.833333333333333","27.27777777777778"
,"0","0","0"
,"0","0","0"
,"1","12","19.88888888888889"
,"0","0","0"
,"0","0","0"
,"0.3333333333333333","5.611111111111111","36.05555555555556"
,"0","0","0"
,"0","0","0"
,"0","1.8888888888888888","31.22222222222222"
,"0","0","0"
,"0","0","0"
,"0","12.555555555555555","30.5"
,"0","0","0"
,"0","0","0"
,"1","2.888888888888889","69.05555555555556"
,"0","0","0"
,"0","0","0"
,"0","6.5","53"
,"0","0","0"
,"0","0","0"
,"0","4","35.166666666666664"
,"0","0","0"
,"0","0","0"
,"1","2.6666666666666665","25.333333333333332"
,"0","0","0"
,"0","0","0"
,"0","10","54.22222222222222"
,"0","0","0"
,"0","0","0"
,"0.5","5.055555555555555","39.22222222222222"
,"0","0","0"
,"0","0","0"
,"0.3333333333333333","5.166666666666667","42.611111111111114"
,"0","0","0"
,"0","0","0"
,"0","12.11111111111111","30.22222222222222"
,"0","0","0"
,"0","0","0"
,"1","5.444444444444445","24.27777777777778"
,"0","0","0"
,"0","0","0"
,"0.3333333333333333","3.388888888888889","37.111111111111114"
,"0","0","0"
,"0","0","0"
,"0","3.5","65.38888888888889"
,"0","0","0"
,"0","0","0"
